n0 (1/cm^2),t (s),noisy glucose (mol/m^3),noisy lactate (mol/m^3),noisy oxygen (mol/m^3)
250000000,28800,17.058221903398778,15.943737284867908,0.16218261780295634
250000000,57600,7.7429792089805405,35.81705930175818,0.05782106265331442
250000000,86400,2.8314278767528496,39.7304871760637,0.023581120624026477
250000000,115200,1.6100083132346725,46.514048670634814,0.011020430615183931
250000000,144000,0.9583044364580532,49.18506025075977,0.006188485036879494
250000000,172800,0.7254747524334202,49.84973325197009,0.004556884491326717
250000000,259200,0.46514466797444715,44.58800669512783,0.0028884810323785296
250000000,345600,0.44216039982038174,48.490071800081225,0.0024407740311315797
500000000,28800,13.22459686009207,22.006730008655467,0.12090057781384698
500000000,57600,4.884205486696704,37.97710420020078,0.0427262381387884
500000000,86400,2.118424258447188,36.69921001600291,0.015581904981965992
500000000,115200,1.2428261629058424,47.59691110080786,0.00729272864240908
500000000,144000,0.800345990838014,44.14755644229329,0.0046000598015865915
500000000,172800,0.6109429692340539,46.48730592138627,0.0038187991308304635
500000000,259200,0.44769628172473896,44.29261537568599,0.002510986127801549
500000000,345600,0.3825066709874064,46.446016037093216,0.0022858512242071886
1000000000,28800,10.316703808261819,27.61819547944169,0.08930660013775188
1000000000,57600,3.456600096918159,41.310593972566146,0.027643496099268857
1000000000,86400,1.5276030619455967,47.29313458483718,0.009565305396379556
1000000000,115200,0.8080297982278905,47.27295126022538,0.005279167912207316
1000000000,144000,0.5922696705845327,49.18140956445257,0.0037900041140390074
1000000000,172800,0.4396278999521638,49.322888722578064,0.0025005208997888515
1000000000,259200,0.2998236515152067,51.344410368065525,0.0018047057501411042
1000000000,345600,0.2725870224437308,51.10213122700805,0.0016126665275212212
2000000000,28800,6.466905378146863,38.548648862464546,0.059606079950131605
2000000000,57600,2.0191040554475865,46.10408060556502,0.01499393791286975
2000000000,86400,0.8498179103113479,46.54505236951136,0.0056661168892310505
2000000000,115200,0.4726098190844107,49.3193838033648,0.002695021539052328
2000000000,144000,0.3179010079795596,47.70952249259517,0.0018798467417011442
2000000000,172800,0.23700862312238116,45.46644895434402,0.001338941621353929
2000000000,259200,0.16301508980879698,51.74049525965167,0.0009154929042730601
2000000000,345600,0.185102235695816,47.61584861626705,0.0007881797290569228
4000000000,28800,4.017842964503542,38.73477628515926,0.03151776129047255
4000000000,57600,0.8972839529860751,47.158454306358614,0.005822042032649076
4000000000,86400,0.3235977475093539,51.55951794626951,0.001999167607171079
4000000000,115200,0.1740156289545786,46.082409626711325,0.0008854493555825146
4000000000,144000,0.11743027614034714,50.21333772350593,0.0005690637060112483
4000000000,172800,0.09606704184483518,50.98015701928404,0.0004195580008472916
4000000000,259200,0.06967495679602534,51.05312299598697,0.0002738105369620173
4000000000,345600,0.05695614412327137,49.602131909362484,0.0002703592781777063
